"ip","city","region","country","isp","page","referrer","timestamp","userAgent","user_agent","created_at"
"67.204.29.34","Llano","Texas","United States","FIBER-64","/","https://safesapcrtx.org/","2026-01-05T13:37:52.770Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-05T13:37:52.927Z"
"74.179.67.169","Quincy","Washington","United States","MICROSOFT-CORP-MSN-AS-BLOCK","/","https://safesapcrtx.org/","2026-01-05T13:25:50.174Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-05T13:25:50.421Z"
"54.162.112.139","Ashburn","Virginia","United States","AMAZON-AES","/","https://safesapcrtx.org/","2026-01-05T13:21:05.556Z","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","2026-01-05T13:21:05.630Z"
"34.195.133.215","Ashburn","Virginia","United States","AMAZON-AES","/","https://safesapcrtx.org/","2026-01-05T13:21:02.366Z","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","2026-01-05T13:21:02.410Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T13:08:42.070Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-05T13:08:43.184Z"
"166.0.229.161","Orem","Utah","United States","ABUL-14-7385","/","https://safesapcrtx.org/","2026-01-05T13:00:49.601Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-05T13:00:49.695Z"
"142.147.184.21","Dallas","Texas","United States","WEB2OBJECTS","/","https://safesapcrtx.org/","2026-01-05T12:56:37.129Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-05T12:56:37.291Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T12:56:10.615Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-05T12:56:11.753Z"
"172.84.176.42","Chennai","Tamil Nadu","India","HostRoyale Technologies Pvt Ltd","/","https://safesapcrtx.org/","2026-01-05T12:55:17.551Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-05T12:55:17.843Z"
"85.254.43.107","Los Angeles","California","United States","UAB Bite Lietuva","/","https://safesapcrtx.org/","2026-01-05T12:52:09.766Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-05T12:52:09.949Z"
"85.208.191.199","Madrid","Madrid","Spain","HostRoyale Technologies Pvt Ltd","/","https://safesapcrtx.org/","2026-01-05T12:52:09.345Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-05T12:52:09.502Z"
"45.130.67.242","Chennai","Tamil Nadu","India","HostRoyale Technologies Pvt Ltd","/","https://safesapcrtx.org/","2026-01-05T12:51:18.652Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-05T12:51:19.099Z"
"110.44.2.51","Mumbai","Maharashtra","India","HostRoyale Technologies Pvt Ltd","/","https://safesapcrtx.org/","2026-01-05T12:51:15.663Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-05T12:51:15.984Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T12:46:27.540Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","2026-01-05T12:46:28.644Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T12:37:09.429Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-05T12:37:10.518Z"
"2600:100d:b03f:a031:e467:ce9b:1f0e:e9c0","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T08:34:11.531Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-05T08:34:11.658Z"
"2600:100d:b03f:a031:e467:ce9b:1f0e:e9c0","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T08:32:04.128Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-05T08:32:04.248Z"
"2600:100d:b03e:378c:bc0f:b685:376a:9c5","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T07:23:11.942Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","2026-01-05T07:23:12.107Z"
"2600:100d:b03f:a031:e467:ce9b:1f0e:e9c0","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T06:58:31.355Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-05T06:58:31.441Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T06:22:35.045Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-05T06:22:35.945Z"
"72.153.230.141","San Jose","California","United States","MICROSOFT-CORP-MSN-AS-BLOCK","/","https://safesapcrtx.org/","2026-01-05T05:41:02.667Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.162 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.162 Safari/537.36","2026-01-05T05:41:02.945Z"
"74.179.68.93","Quincy","Washington","United States","MICROSOFT-CORP-MSN-AS-BLOCK","/","https://safesapcrtx.org/","2026-01-05T05:41:01.013Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.163 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.163 Safari/537.36","2026-01-05T05:41:01.169Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695b4bd2c793d84d2ba09bb3--safesapcr.netlify.app/","2026-01-05T05:28:05.163Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-05T05:28:06.052Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695b49b32dd0414217b0f665--safesapcr.netlify.app/","2026-01-05T05:19:02.144Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-05T05:19:03.016Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T05:11:06.830Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-05T05:11:07.708Z"
"2600:100d:a0ed:424c:e869:f9f4:96ab:56c1","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T04:17:57.980Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-05T04:17:58.093Z"
"2600:100d:a0ed:424c:e869:f9f4:96ab:56c1","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T04:17:54.180Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-05T04:17:54.603Z"
"2600:1700:13d8:12f0:bce6:2fad:7978:e05","Spring","Texas","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-05T02:52:58.518Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-05T02:52:58.644Z"
"146.112.163.47","Reston","Virginia","United States","CISCO-UMBRELLA","/","https://safesapcrtx.org/","2026-01-05T01:55:17.944Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","2026-01-05T01:55:18.014Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695b1262ba8ac7bfc5bda504--safesapcr.netlify.app/","2026-01-05T01:23:02.966Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-05T01:23:03.760Z"
"2600:100d:b03f:a031:e467:ce9b:1f0e:e9c0","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-05T00:49:20.477Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-05T00:49:20.581Z"
"205.169.39.24","Colorado Springs","Colorado","United States","LEVEL3","/","https://safesapcrtx.org/","2026-01-05T00:24:55.252Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.5938.132 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.5938.132 Safari/537.36","2026-01-05T00:24:55.340Z"
"205.169.39.135","Colorado Springs","Colorado","United States","LEVEL3","/","https://safesapcrtx.org/","2026-01-05T00:18:02.279Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36","2026-01-05T00:18:02.369Z"
"34.123.170.104","unknown","unknown","unknown","unknown","/","https://safesapcrtx.org/","2026-01-05T00:17:34.552Z","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","2026-01-05T00:17:34.696Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695b007e8870fdc296a4e8cf--safesapcr.netlify.app/","2026-01-05T00:06:44.647Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-05T00:06:45.367Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695afe68842366972d15c4d3--safesapcr.netlify.app/","2026-01-04T23:57:57.190Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-04T23:57:57.918Z"
"45.157.80.100","Madrid","Madrid","Spain","HostRoyale Technologies Pvt Ltd","/","https://safesapcrtx.org/","2026-01-04T23:52:08.344Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-04T23:52:08.536Z"
"45.39.101.19","Warsaw","Mazovia","Poland","Datacamp Limited","/","https://safesapcrtx.org/","2026-01-04T23:48:04.548Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-04T23:48:04.722Z"
"108.165.49.164","Orem","Utah","United States","ADCIL-ASN-01","/","https://safesapcrtx.org/","2026-01-04T23:45:40.243Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-04T23:45:40.661Z"
"181.214.50.115","Singapore","unknown","Singapore","Datacamp Limited","/","https://safesapcrtx.org/","2026-01-04T23:45:38.820Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-04T23:45:39.085Z"
"85.254.175.48","Atlanta","Georgia","United States","UAB Bite Lietuva","/","https://safesapcrtx.org/","2026-01-04T23:40:22.629Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-04T23:40:23.049Z"
"204.9.37.144","São Paulo","São Paulo","Brazil","HostRoyale Technologies Pvt Ltd","/","https://safesapcrtx.org/","2026-01-04T23:39:42.831Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-04T23:39:42.991Z"
"2600:1700:5c25:f810:a109:cd01:99c4:8239","Metairie","Louisiana","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-04T22:53:26.656Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","2026-01-04T22:53:27.964Z"
"2600:1700:5c25:f810:a109:cd01:99c4:8239","Metairie","Louisiana","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-04T22:53:24.975Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","2026-01-04T22:53:25.348Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695aea751d164370b3970440--safesapcr.netlify.app/","2026-01-04T22:32:45.036Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-04T22:32:45.849Z"
"2600:100d:b038:5afa:550f:5035:4fd7:65bb","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T21:28:40.060Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-04T21:28:40.272Z"
"2600:387:5:807::94","Leesburg","Virginia","United States","ATT-MOBILITY-LLC-AS20057","/","https://safesapcrtx.org/","2026-01-04T21:07:50.654Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1","2026-01-04T21:07:50.890Z"
"2600:387:b:3::28","Carbondale","Illinois","United States","ATT-MOBILITY-LLC-AS20057","/","https://safesapcrtx.org/","2026-01-04T21:00:43.559Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7.3 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7.3 Mobile/15E148 Safari/604.1","2026-01-04T21:00:43.704Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T20:19:16.915Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","2026-01-04T20:19:17.512Z"
"31.132.53.137","Boston","Massachusetts","United States","COMCAST-7015","/","https://safesapcrtx.org/","2026-01-04T19:55:02.458Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-04T19:55:02.594Z"
"159.148.158.250","London","England","United Kingdom","UAB Bite Lietuva","/","https://safesapcrtx.org/","2026-01-04T19:52:40.759Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-04T19:52:40.893Z"
"45.131.226.111","São Paulo","São Paulo","Brazil","HostRoyale Technologies Pvt Ltd","/","https://safesapcrtx.org/","2026-01-04T19:52:10.298Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","2026-01-04T19:52:10.531Z"
"50.148.45.154","Houston","Texas","United States","COMCAST-7922","/","https://safesapcrtx.org/","2026-01-04T19:42:19.354Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-04T19:42:19.466Z"
"2600:100d:b038:5afa:550f:5035:4fd7:65bb","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T19:41:05.667Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-04T19:41:05.986Z"
"2600:1700:5c25:f810:d92c:639d:c9f7:778f","Metairie","Louisiana","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-04T19:28:21.326Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","2026-01-04T19:28:21.402Z"
