"ip","city","region","country","isp","page","referrer","timestamp","userAgent","user_agent","created_at"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69599a20aaec2a364150c88a--safesapcr.netlify.app/","2026-01-03T22:37:48.003Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T22:37:49.074Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695997e31d164338c39703ce--safesapcr.netlify.app/","2026-01-03T22:28:23.950Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T22:28:25.038Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6959954fe8b9d7340e333db9--safesapcr.netlify.app/","2026-01-03T22:17:26.443Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T22:17:27.520Z"
"176.227.243.167","Dallas","Texas","United States","PacketHub S.A.","/","https://safesapcrtx.org/","2026-01-03T22:06:40.053Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-03T22:06:40.259Z"
"47.25.1.136","Slidell","Louisiana","United States","CHARTER-20115","/","https://safesapcrtx.org/","2026-01-03T22:01:46.161Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-03T22:01:46.281Z"
"109.235.48.155","Amsterdam","North Holland","The Netherlands","Ultahost, Inc.","/","https://safesapcrtx.org/","2026-01-03T21:32:45.895Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 OPR/113.0.0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 OPR/113.0.0.0","2026-01-03T21:32:45.990Z"
"2600:100d:b09f:b63e:e00b:72:9da6:6b1a","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T21:28:09.705Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T21:28:09.817Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6959843c0763dc097153d8eb--safesapcr.netlify.app/","2026-01-03T21:04:48.218Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T21:04:49.257Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695981d4587043feefc04a0d--safesapcr.netlify.app/","2026-01-03T20:54:31.063Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T20:54:32.092Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T20:44:08.733Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-03T20:44:09.755Z"
"159.138.11.130","Hong Kong","unknown","Hong Kong","HUAWEI CLOUDS","/","https://safesapcrtx.org/","2026-01-03T20:31:06.033Z","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/56.0.2924.75 Mobile/14E5239e Safari/602.1","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/56.0.2924.75 Mobile/14E5239e Safari/602.1","2026-01-03T20:31:06.218Z"
"2600:100d:b09f:b63e:e00b:72:9da6:6b1a","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T20:20:29.923Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T20:20:30.053Z"
"146.75.164.248","Houston","Texas","United States","FASTLY","/","https://safesapcrtx.org/","2026-01-03T20:08:27.849Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-03T20:08:27.973Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6959749de8b9d7e8dc333efa--safesapcr.netlify.app/","2026-01-03T19:58:07.322Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T19:58:08.318Z"
"2600:100d:b09f:b63e:e00b:72:9da6:6b1a","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T19:46:45.792Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T19:46:46.236Z"
"2600:387:15:2f10::1","New Orleans","Louisiana","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-03T18:47:06.108Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.31.7228.4","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.31.7228.4","2026-01-03T18:47:06.368Z"
"2600:387:15:2f10::1","New Orleans","Louisiana","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-03T18:46:50.893Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.31.7228.4","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.31.7228.4","2026-01-03T18:46:51.122Z"
"2600:387:15:2f10::1","New Orleans","Louisiana","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-03T18:45:05.600Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-03T18:45:06.990Z"
"50.190.148.201","Houston","Texas","United States","COMCAST-7922","/","https://safesapcrtx.org/","2026-01-03T18:01:04.974Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-03T18:01:05.045Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6959579e8870fdf748a4e8aa--safesapcr.netlify.app/","2026-01-03T17:54:05.579Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T17:54:06.534Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69595624aead7f8ac3929ba6--safesapcr.netlify.app/","2026-01-03T17:48:10.957Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T17:48:11.885Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T17:39:08.438Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-03T17:39:09.380Z"
"50.79.137.126","Houston","Texas","United States","COMCAST-7922","/","https://safesapcrtx.org/","2026-01-03T17:28:08.221Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","2026-01-03T17:28:08.664Z"
"73.109.144.35","Redmond","Washington","United States","COMCAST-7922","/","https://safesapcrtx.org/","2026-01-03T17:25:34.278Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0","2026-01-03T17:25:35.012Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69594dc5aead7f74b1929ad9--safesapcr.netlify.app/","2026-01-03T17:12:06.573Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T17:12:07.492Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69594b787eb47f23e2974720--safesapcr.netlify.app/","2026-01-03T17:02:05.974Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T17:02:06.912Z"
"209.141.121.197","Midvale","Utah","United States","SYRINGANETWORKS","/","https://safesapcrtx.org/","2026-01-03T16:19:46.306Z","Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36","2026-01-03T16:19:46.439Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6959412890683d6690c8a1b2--safesapcr.netlify.app/","2026-01-03T16:18:03.128Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T16:18:04.018Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69593f91e8b9d75dfd333df3--safesapcr.netlify.app/","2026-01-03T16:11:16.429Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T16:11:17.475Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69593e2a842366547315c538--safesapcr.netlify.app/","2026-01-03T16:05:18.318Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T16:05:19.195Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69593c911d16435447970553--safesapcr.netlify.app/","2026-01-03T15:58:33.812Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T15:58:34.705Z"
"2600:1702:5e7d:65c0:6d70:c526:83c4:7ad5","Dallas","Texas","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-03T15:45:58.905Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Brave/1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Brave/1 Mobile/15E148 Safari/604.1","2026-01-03T15:45:58.981Z"
"2600:387:15:2f10::1","New Orleans","Louisiana","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-03T15:33:00.056Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-03T15:33:00.316Z"
"2600:100d:b09f:b63e:e00b:72:9da6:6b1a","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T15:20:38.520Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T15:20:38.624Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695933947eb47fc95797459f--safesapcr.netlify.app/","2026-01-03T15:20:05.500Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T15:20:06.367Z"
"142.111.100.28","San Jose","California","United States","EGIHOSTING","/","https://safesapcrtx.org/","2026-01-03T15:16:36.474Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","2026-01-03T15:16:36.547Z"
"2600:3c06::f03c:95ff:feea:809f","Chicago","Illinois","United States","Akamai Connected Cloud","/","https://safesapcrtx.org/","2026-01-03T15:15:14.969Z","Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.33 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.33 Mobile Safari/537.36","2026-01-03T15:15:15.076Z"
"74.125.209.33","Mountain View","California","United States","GOOGLE","/","https://safesapcrtx.org/","2026-01-03T15:15:09.279Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Chrome-Lighthouse","2026-01-03T15:15:09.371Z"
"2600:3c06::f03c:95ff:feea:809f","Chicago","Illinois","United States","Akamai Connected Cloud","/","https://safesapcrtx.org/","2026-01-03T15:15:01.747Z","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1","2026-01-03T15:15:01.829Z"
"2600:3c06::f03c:95ff:feea:809f","Chicago","Illinois","United States","Akamai Connected Cloud","/","https://safesapcrtx.org/","2026-01-03T15:14:48.099Z","Mozilla/5.0 (iPad; CPU OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPad; CPU OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1","2026-01-03T15:14:48.172Z"
"2600:3c06::f03c:95ff:feea:809f","Chicago","Illinois","United States","Akamai Connected Cloud","/","https://safesapcrtx.org/","2026-01-03T15:14:34.603Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","2026-01-03T15:14:34.659Z"
"192.178.10.71","Mountain View","California","United States","GOOGLE","/","https://safesapcrtx.org/","2026-01-03T15:14:23.400Z","Mozilla/5.0 (Linux; Android 11; moto g power (2022)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 11; moto g power (2022)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T15:14:23.461Z"
"2600:3c06::f03c:95ff:feea:809f","Chicago","Illinois","United States","Akamai Connected Cloud","/","https://safesapcrtx.org/","2026-01-03T15:14:20.707Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","2026-01-03T15:14:20.757Z"
"2600:100d:b09f:b63e:e00b:72:9da6:6b1a","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T15:10:37.599Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T15:10:37.710Z"
"174.200.53.149","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T15:10:13.993Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T15:10:14.305Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695931121d1643381a9703ba--safesapcr.netlify.app/","2026-01-03T15:09:30.497Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T15:09:31.365Z"
"2603:9009:200:413:2095:2003:a44b:6fc2","Indianapolis","Indiana","United States","BHN-33363","/","https://safesapcrtx.org/","2026-01-03T15:06:46.122Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-03T15:06:46.081Z"
"2600:1700:2900:5800:30a0:68c9:2efa:9aed","Arlington","Texas","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-03T15:01:23.365Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-03T15:01:23.488Z"
"50.0.2.197","San Jose","California","United States","AS-SONICTELECOM","/","https://safesapcrtx.org/","2026-01-03T14:59:33.462Z","Mozilla/5.0 (Linux; Android 6.0; Nexus 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 6.0; Nexus 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36","2026-01-03T14:59:33.694Z"
"2600:100d:b09f:b63e:e00b:72:9da6:6b1a","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T14:44:47.263Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T14:44:47.444Z"
"2607:fb90:ec93:4701:e8c8:48a7:7cd0:915","Seattle","Washington","United States","T-MOBILE-AS21928","/","https://safesapcrtx.org/","2026-01-03T14:14:02.530Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36","2026-01-03T14:14:03.290Z"
"2607:fb90:ee0a:5:f1f8:f39c:c9c:8cdc","Charlotte","North Carolina","United States","T-MOBILE-AS21928","/","https://safesapcrtx.org/","2026-01-03T13:18:33.766Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-03T13:18:33.836Z"
